sample_index,true_label,raw_pred,raw_confidence,adjusted_pred,adjusted_confidence,raw_prob_NORM,raw_prob_MI,raw_prob_STTC,raw_prob_CD,raw_prob_HYP
37,NORM,NORM,0.999357,NORM,0.999870,0.999357,0.000146,0.000019,0.000449,0.000029
38,HYP,HYP,0.996180,HYP,0.989586,0.000547,0.000262,0.002496,0.000516,0.996180
39,STTC,STTC,0.957870,STTC,0.969604,0.000934,0.028987,0.957870,0.002470,0.009740
40,NORM,STTC,0.524515,NORM,0.565399,0.253330,0.186510,0.524515,0.029597,0.006049
41,HYP,HYP,0.935140,HYP,0.859788,0.006029,0.015806,0.032291,0.010735,0.935140
42,NORM,NORM,0.999357,NORM,0.999870,0.999357,0.000146,0.000019,0.000449,0.000029
43,NORM,NORM,0.999357,NORM,0.999870,0.999357,0.000146,0.000019,0.000449,0.000029
44,CD,CD,0.964368,CD,0.886973,0.021973,0.008284,0.002899,0.964368,0.002476
45,CD,CD,0.975263,CD,0.920781,0.014932,0.005510,0.002080,0.975263,0.002215
46,STTC,STTC,0.617815,STTC,0.681000,0.014237,0.127025,0.617815,0.156654,0.084270
47,NORM,NORM,0.999357,NORM,0.999870,0.999357,0.000146,0.000019,0.000449,0.000029
48,STTC,STTC,0.869295,STTC,0.689528,0.107724,0.013671,0.869295,0.005977,0.003333
49,NORM,CD,0.857018,CD,0.578986,0.122032,0.003258,0.004860,0.857018,0.012832
50,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
51,STTC,NORM,0.860794,NORM,0.968855,0.860794,0.019382,0.026107,0.054006,0.039711
52,MI,MI,0.990459,MI,0.988511,0.000268,0.990459,0.002404,0.006582,0.000287
53,NORM,NORM,0.995538,NORM,0.999100,0.995538,0.001322,0.000761,0.001357,0.001022
54,CD,CD,0.990870,CD,0.983527,0.001873,0.006707,0.000326,0.990870,0.000224
55,HYP,CD,0.835623,CD,0.822183,0.002776,0.108947,0.030361,0.835623,0.022294
56,NORM,NORM,0.939007,NORM,0.986735,0.939007,0.025538,0.004176,0.030615,0.000664
57,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
58,CD,CD,0.981934,CD,0.931374,0.013630,0.003330,0.001028,0.981934,0.000078
59,STTC,STTC,0.951653,STTC,0.947204,0.007038,0.032950,0.951653,0.005642,0.002717
60,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
61,CD,CD,0.952805,CD,0.921340,0.007455,0.026894,0.011911,0.952805,0.000936
62,MI,MI,0.951817,MI,0.946668,0.000325,0.951817,0.011856,0.033534,0.002469
63,HYP,HYP,0.793709,HYP,0.615007,0.030075,0.051977,0.018791,0.105448,0.793709
64,MI,MI,0.937540,MI,0.933151,0.000740,0.937540,0.014232,0.034794,0.012695
65,STTC,STTC,0.422449,STTC,0.375260,0.111161,0.389573,0.422449,0.019363,0.057453
66,STTC,STTC,0.582433,STTC,0.661800,0.002754,0.378756,0.582433,0.017607,0.018448
67,NORM,MI,0.860424,MI,0.815517,0.006356,0.860424,0.077441,0.048159,0.007619
68,STTC,MI,0.870027,MI,0.827973,0.000672,0.870027,0.116278,0.011222,0.001801
69,CD,STTC,0.528440,STTC,0.611790,0.002320,0.089399,0.528440,0.365005,0.014836
70,NORM,NORM,0.791532,NORM,0.936641,0.791532,0.010432,0.157016,0.013520,0.027500
71,STTC,STTC,0.954945,STTC,0.965072,0.001441,0.031843,0.954945,0.006593,0.005177
72,MI,MI,0.861943,MI,0.859221,0.000305,0.861943,0.005347,0.131557,0.000848
73,NORM,NORM,0.999357,NORM,0.999870,0.999357,0.000146,0.000019,0.000449,0.000029
74,NORM,NORM,0.996879,NORM,0.999369,0.996879,0.000546,0.000075,0.002394,0.000106
75,CD,CD,0.973007,CD,0.971453,0.000233,0.023454,0.002360,0.973007,0.000946
76,NORM,CD,0.966172,CD,0.919830,0.013741,0.004210,0.001733,0.966172,0.014145
77,CD,CD,0.989720,CD,0.982411,0.001827,0.006537,0.001137,0.989720,0.000780
78,NORM,STTC,0.804916,STTC,0.568633,0.170184,0.018101,0.804916,0.002768,0.004030
79,CD,CD,0.941199,CD,0.830474,0.034811,0.001619,0.004134,0.941199,0.018237
80,CD,CD,0.996993,CD,0.992235,0.001203,0.001655,0.000120,0.996993,0.000030
81,NORM,STTC,0.383990,NORM,0.354747,0.111441,0.223026,0.383990,0.143555,0.137989
82,CD,NORM,0.336012,NORM,0.730311,0.336012,0.043941,0.067667,0.316516,0.235864
83,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
84,NORM,NORM,0.630303,NORM,0.898784,0.630303,0.039611,0.087000,0.077517,0.165569
85,STTC,STTC,0.524515,NORM,0.565399,0.253330,0.186510,0.524515,0.029597,0.006049
86,MI,STTC,0.629641,STTC,0.647140,0.039707,0.161648,0.629641,0.047285,0.121719
87,CD,CD,0.540491,NORM,0.775666,0.410499,0.021878,0.009989,0.540491,0.017143
88,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
89,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
90,STTC,STTC,0.618871,STTC,0.492684,0.143799,0.055595,0.618871,0.044420,0.137315
91,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
92,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
93,MI,MI,0.863020,MI,0.818077,0.000194,0.863020,0.130955,0.003674,0.002156
94,NORM,NORM,0.999422,NORM,0.999883,0.999422,0.000230,0.000025,0.000300,0.000022
95,NORM,NORM,0.999357,NORM,0.999870,0.999357,0.000146,0.000019,0.000449,0.000029
96,CD,CD,0.979361,CD,0.973113,0.001566,0.017693,0.000913,0.979361,0.000467
97,NORM,NORM,0.999422,NORM,0.999883,0.999422,0.000230,0.000025,0.000300,0.000022
98,MI,NORM,0.920338,NORM,0.981720,0.920338,0.015086,0.014079,0.048431,0.002066
99,NORM,MI,0.749711,MI,0.531831,0.094627,0.749711,0.100805,0.034754,0.020104
100,CD,CD,0.957138,CD,0.908098,0.013214,0.023440,0.005094,0.957138,0.001114
101,MI,STTC,0.869295,STTC,0.689528,0.107724,0.013671,0.869295,0.005977,0.003333
102,NORM,STTC,0.822588,STTC,0.612339,0.143046,0.018757,0.822588,0.003848,0.011760
103,MI,STTC,0.383990,NORM,0.354747,0.111441,0.223026,0.383990,0.143555,0.137989
104,STTC,STTC,0.560139,NORM,0.623860,0.305055,0.044475,0.560139,0.033625,0.056707
105,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
106,NORM,NORM,0.788032,NORM,0.957520,0.788032,0.018552,0.013415,0.045237,0.134764
107,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
108,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
109,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
110,CD,CD,0.857018,CD,0.578986,0.122032,0.003258,0.004860,0.857018,0.012832
111,NORM,NORM,0.999357,NORM,0.999870,0.999357,0.000146,0.000019,0.000449,0.000029
112,HYP,MI,0.986073,MI,0.983554,0.000082,0.986073,0.006163,0.006637,0.001046
113,MI,MI,0.959840,MI,0.954753,0.000261,0.959840,0.017652,0.012844,0.009403
114,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
115,CD,CD,0.995336,CD,0.986239,0.002317,0.002104,0.000196,0.995336,0.000047
116,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
117,NORM,NORM,0.999357,NORM,0.999870,0.999357,0.000146,0.000019,0.000449,0.000029
118,CD,CD,0.967253,CD,0.941366,0.006630,0.021229,0.003875,0.967253,0.001013
119,STTC,STTC,0.954629,STTC,0.965488,0.001070,0.039628,0.954629,0.001098,0.003574
120,MI,STTC,0.550925,STTC,0.636544,0.000302,0.432699,0.550925,0.004320,0.011753
121,CD,CD,0.990924,CD,0.987618,0.000821,0.007826,0.000323,0.990924,0.000106
122,STTC,STTC,0.926326,STTC,0.939789,0.003021,0.063172,0.926326,0.003245,0.004236
123,HYP,STTC,0.925266,STTC,0.949382,0.001145,0.025311,0.925266,0.020203,0.028075
124,MI,STTC,0.763665,STTC,0.652557,0.087943,0.048139,0.763665,0.079078,0.021176
125,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
126,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
127,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
128,NORM,NORM,0.999357,NORM,0.999870,0.999357,0.000146,0.000019,0.000449,0.000029
129,MI,STTC,0.383990,NORM,0.354747,0.111441,0.223026,0.383990,0.143555,0.137989
130,NORM,HYP,0.791198,NORM,0.650212,0.202059,0.000838,0.003088,0.002817,0.791198
131,STTC,STTC,0.948979,STTC,0.961405,0.003052,0.014469,0.948979,0.006126,0.027375
132,NORM,NORM,0.990752,NORM,0.998348,0.990752,0.001708,0.000924,0.002014,0.004602
133,NORM,NORM,0.886841,NORM,0.975567,0.886841,0.014409,0.017929,0.048481,0.032341
134,CD,CD,0.656855,CD,0.654936,0.000129,0.336640,0.006041,0.656855,0.000335
135,NORM,NORM,0.999422,NORM,0.999883,0.999422,0.000230,0.000025,0.000300,0.000022
136,NORM,NORM,0.996332,NORM,0.999306,0.996332,0.000853,0.000301,0.001401,0.001114
137,NORM,NORM,0.996332,NORM,0.999306,0.996332,0.000853,0.000301,0.001401,0.001114
138,NORM,NORM,0.999422,NORM,0.999883,0.999422,0.000230,0.000025,0.000300,0.000022
139,CD,CD,0.948678,CD,0.927368,0.005695,0.040116,0.003049,0.948678,0.002462
140,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
141,NORM,STTC,0.383990,NORM,0.354747,0.111441,0.223026,0.383990,0.143555,0.137989
142,CD,CD,0.716367,CD,0.715577,0.000105,0.281463,0.001832,0.716367,0.000234
143,NORM,STTC,0.466774,STTC,0.560245,0.011972,0.164243,0.466774,0.173118,0.183893
144,NORM,NORM,0.987043,NORM,0.997098,0.987043,0.002826,0.004628,0.003475,0.002028
145,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
146,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
147,STTC,STTC,0.954648,STTC,0.968359,0.001167,0.026261,0.954648,0.000629,0.017295
148,NORM,MI,0.480065,NORM,0.596615,0.239068,0.480065,0.128811,0.108655,0.043401
149,NORM,NORM,0.995538,NORM,0.999100,0.995538,0.001322,0.000761,0.001357,0.001022
150,CD,CD,0.739379,CD,0.738802,0.000160,0.259754,0.000510,0.739379,0.000197
151,HYP,HYP,0.985292,HYP,0.906748,0.013423,0.000179,0.000365,0.000741,0.985292
152,CD,CD,0.652473,NORM,0.577002,0.209857,0.012637,0.017463,0.652473,0.107569
153,NORM,MI,0.908116,MI,0.887006,0.004593,0.908116,0.016405,0.067154,0.003732
154,NORM,NORM,0.999422,NORM,0.999883,0.999422,0.000230,0.000025,0.000300,0.000022
155,NORM,NORM,0.999357,NORM,0.999870,0.999357,0.000146,0.000019,0.000449,0.000029
156,STTC,STTC,0.885662,STTC,0.730749,0.088452,0.017256,0.885662,0.005878,0.002753
157,MI,STTC,0.421552,STTC,0.512009,0.002997,0.389817,0.421552,0.124524,0.061109
158,NORM,NORM,0.999357,NORM,0.999870,0.999357,0.000146,0.000019,0.000449,0.000029
159,NORM,NORM,0.999228,NORM,0.999844,0.999228,0.000222,0.000028,0.000493,0.000029
160,NORM,NORM,0.999357,NORM,0.999870,0.999357,0.000146,0.000019,0.000449,0.000029
161,HYP,HYP,0.921640,HYP,0.762465,0.028050,0.002225,0.007691,0.040394,0.921640
162,NORM,NORM,0.999357,NORM,0.999870,0.999357,0.000146,0.000019,0.000449,0.000029
163,NORM,NORM,0.999357,NORM,0.999870,0.999357,0.000146,0.000019,0.000449,0.000029
164,MI,MI,0.952388,MI,0.923921,0.006420,0.952388,0.014296,0.025201,0.001695
165,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
166,NORM,STTC,0.595582,NORM,0.591476,0.278804,0.034068,0.595582,0.039985,0.051561
167,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
168,STTC,STTC,0.524515,NORM,0.565399,0.253330,0.186510,0.524515,0.029597,0.006049
169,HYP,HYP,0.783679,NORM,0.545812,0.146311,0.024203,0.018389,0.027418,0.783679
170,MI,MI,0.832942,MI,0.828390,0.000459,0.832942,0.010538,0.153827,0.002233
171,STTC,MI,0.693669,MI,0.636630,0.003953,0.693669,0.211422,0.046583,0.044374
172,MI,MI,0.688965,MI,0.568420,0.029704,0.688965,0.231436,0.042806,0.007088
173,CD,NORM,0.417989,NORM,0.757149,0.417989,0.151750,0.241842,0.129826,0.058593
174,CD,CD,0.948416,CD,0.917785,0.008696,0.016857,0.010126,0.948416,0.015906
175,HYP,HYP,0.425204,HYP,0.291452,0.014256,0.138938,0.147389,0.274213,0.425204
176,STTC,STTC,0.909555,STTC,0.932304,0.002385,0.067418,0.909555,0.001980,0.018662
177,HYP,CD,0.786421,CD,0.616412,0.069687,0.031378,0.049983,0.786421,0.062531
178,STTC,STTC,0.649708,STTC,0.715551,0.006498,0.293084,0.649708,0.021986,0.028724
179,NORM,STTC,0.857918,STTC,0.670403,0.115650,0.019457,0.857918,0.004829,0.002145
180,NORM,NORM,0.999357,NORM,0.999870,0.999357,0.000146,0.000019,0.000449,0.000029
181,NORM,STTC,0.552806,NORM,0.647213,0.332694,0.078575,0.552806,0.033641,0.002284
182,STTC,MI,0.912641,MI,0.890255,0.005380,0.912641,0.012561,0.065210,0.004207
183,NORM,NORM,0.999422,NORM,0.999883,0.999422,0.000230,0.000025,0.000300,0.000022
184,NORM,NORM,0.814943,NORM,0.950637,0.814943,0.037769,0.060900,0.083413,0.002975
185,NORM,CD,0.973466,CD,0.891273,0.023308,0.002011,0.000643,0.973466,0.000571
186,NORM,NORM,0.999422,NORM,0.999883,0.999422,0.000230,0.000025,0.000300,0.000022
187,HYP,HYP,0.988534,HYP,0.928204,0.009995,0.000322,0.000662,0.000487,0.988534
188,HYP,HYP,0.988534,HYP,0.928204,0.009995,0.000322,0.000662,0.000487,0.988534
189,MI,MI,0.977225,MI,0.971701,0.000493,0.977225,0.011128,0.008337,0.002816
190,CD,STTC,0.383990,NORM,0.354747,0.111441,0.223026,0.383990,0.143555,0.137989
191,CD,CD,0.852235,CD,0.801428,0.013781,0.096928,0.028226,0.852235,0.008830
192,NORM,STTC,0.524515,NORM,0.565398,0.253330,0.186510,0.524515,0.029597,0.006049
193,NORM,NORM,0.630303,NORM,0.898784,0.630303,0.039611,0.087000,0.077517,0.165569
194,NORM,NORM,0.999422,NORM,0.999883,0.999422,0.000230,0.000025,0.000300,0.000022
195,STTC,STTC,0.986005,STTC,0.990245,0.000133,0.011171,0.986005,0.000451,0.002240
196,NORM,NORM,0.996879,NORM,0.999369,0.996879,0.000546,0.000075,0.002394,0.000106
197,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
198,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
199,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
200,NORM,CD,0.973466,CD,0.891273,0.023308,0.002011,0.000643,0.973466,0.000571
201,NORM,HYP,0.921640,HYP,0.762465,0.028050,0.002225,0.007691,0.040394,0.921640
202,NORM,NORM,0.999357,NORM,0.999870,0.999357,0.000146,0.000019,0.000449,0.000029
203,NORM,STTC,0.522975,NORM,0.727788,0.426311,0.023853,0.522975,0.017517,0.009343
204,STTC,NORM,0.998396,NORM,0.999675,0.998396,0.000416,0.000066,0.001055,0.000066
205,MI,MI,0.943695,MI,0.925648,0.000867,0.943695,0.040346,0.012554,0.002538
206,NORM,NORM,0.999357,NORM,0.999870,0.999357,0.000146,0.000019,0.000449,0.000029
207,HYP,HYP,0.980784,HYP,0.930180,0.006707,0.001968,0.008636,0.001905,0.980784
208,NORM,NORM,0.999093,NORM,0.999814,0.999093,0.000314,0.000058,0.000506,0.000030
209,MI,MI,0.948875,MI,0.941257,0.001351,0.948875,0.006978,0.042282,0.000515
210,MI,STTC,0.907171,STTC,0.788535,0.064274,0.017941,0.907171,0.005539,0.005076
211,NORM,MI,0.662870,MI,0.559955,0.043455,0.662870,0.043018,0.232414,0.018244
212,MI,STTC,0.524515,NORM,0.565399,0.253330,0.186510,0.524515,0.029597,0.006049
213,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
214,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
215,HYP,MI,0.861854,MI,0.859152,0.004705,0.861854,0.021665,0.037357,0.074420
216,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
217,STTC,HYP,0.879200,HYP,0.612176,0.058263,0.006280,0.053081,0.003176,0.879200
218,MI,MI,0.908786,MI,0.877055,0.000854,0.908786,0.081174,0.005509,0.003677
219,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
220,NORM,NORM,0.999357,NORM,0.999870,0.999357,0.000146,0.000019,0.000449,0.000029
221,NORM,NORM,0.987043,NORM,0.997098,0.987043,0.002826,0.004628,0.003475,0.002028
222,NORM,NORM,0.999093,NORM,0.999814,0.999093,0.000314,0.000058,0.000506,0.000030
223,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
224,MI,MI,0.888569,MI,0.888188,0.000053,0.888569,0.000748,0.110349,0.000282
225,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
226,NORM,NORM,0.999357,NORM,0.999870,0.999357,0.000146,0.000019,0.000449,0.000029
227,HYP,HYP,0.997929,HYP,0.995049,0.000170,0.000242,0.001398,0.000261,0.997929
228,NORM,NORM,0.999422,NORM,0.999883,0.999422,0.000230,0.000025,0.000300,0.000022
229,NORM,NORM,0.999422,NORM,0.999883,0.999422,0.000230,0.000025,0.000300,0.000022
230,NORM,NORM,0.999422,NORM,0.999883,0.999422,0.000230,0.000025,0.000300,0.000022
231,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
232,MI,MI,0.691612,MI,0.537263,0.052446,0.691612,0.196497,0.052228,0.007216
233,STTC,STTC,0.836789,STTC,0.631053,0.135169,0.015553,0.836789,0.002520,0.009969
234,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
235,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
236,STTC,CD,0.493333,CD,0.443398,0.000790,0.232318,0.266688,0.493333,0.006871
237,MI,MI,0.927702,MI,0.904796,0.000605,0.927702,0.058025,0.009451,0.004217
238,NORM,NORM,0.999422,NORM,0.999883,0.999422,0.000230,0.000025,0.000300,0.000022
239,MI,MI,0.965074,MI,0.958027,0.000161,0.965074,0.021414,0.006515,0.006837
240,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
241,HYP,HYP,0.649810,HYP,0.524408,0.000592,0.242169,0.101423,0.006006,0.649810
242,NORM,NORM,0.996879,NORM,0.999369,0.996879,0.000546,0.000075,0.002394,0.000106
243,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
244,NORM,HYP,0.937163,HYP,0.744120,0.038404,0.003602,0.003268,0.017563,0.937163
245,STTC,STTC,0.970424,STTC,0.941267,0.014367,0.011481,0.970424,0.002391,0.001338
246,CD,CD,0.923523,CD,0.922338,0.000249,0.075004,0.000938,0.923523,0.000285
247,STTC,STTC,0.867515,STTC,0.889570,0.005741,0.112945,0.867515,0.006645,0.007154
248,NORM,NORM,0.999357,NORM,0.999870,0.999357,0.000146,0.000019,0.000449,0.000029
249,MI,STTC,0.729248,STTC,0.792228,0.001524,0.238677,0.729248,0.014259,0.016293
250,MI,MI,0.879210,MI,0.842927,0.000089,0.879210,0.107766,0.005453,0.007483
251,STTC,STTC,0.851730,STTC,0.874356,0.007531,0.118873,0.851730,0.008658,0.013209
252,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
253,STTC,STTC,0.858783,STTC,0.906678,0.005647,0.015934,0.858783,0.004049,0.115586
254,STTC,HYP,0.681493,HYP,0.513290,0.000355,0.038549,0.270245,0.009358,0.681493
255,STTC,STTC,0.951420,STTC,0.889561,0.030557,0.010738,0.951420,0.001969,0.005317
256,HYP,HYP,0.934099,HYP,0.791527,0.022839,0.009634,0.020834,0.012594,0.934099
257,NORM,NORM,0.996332,NORM,0.999306,0.996332,0.000853,0.000301,0.001401,0.001114
258,CD,CD,0.802344,CD,0.518835,0.135116,0.023038,0.033839,0.802344,0.005662
259,STTC,STTC,0.966493,STTC,0.939327,0.014052,0.014553,0.966493,0.003488,0.001415
260,CD,CD,0.885500,CD,0.873592,0.001839,0.094194,0.016626,0.885500,0.001840
261,NORM,NORM,0.758742,NORM,0.928482,0.758742,0.073906,0.115912,0.050342,0.001098
262,STTC,CD,0.728477,CD,0.702477,0.003514,0.181483,0.068978,0.728477,0.017548
263,STTC,STTC,0.797971,STTC,0.661407,0.095998,0.065968,0.797971,0.034555,0.005508
264,STTC,STTC,0.885662,STTC,0.730749,0.088452,0.017256,0.885662,0.005878,0.002753
265,NORM,NORM,0.999467,NORM,0.999894,0.999467,0.000127,0.000016,0.000337,0.000053
266,NORM,NORM,0.999357,NORM,0.999870,0.999357,0.000146,0.000019,0.000449,0.000029
267,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
268,STTC,STTC,0.891691,STTC,0.917628,0.002208,0.088970,0.891691,0.006667,0.010463
269,STTC,STTC,0.854517,STTC,0.917944,0.001429,0.010672,0.854517,0.003751,0.129631
270,STTC,STTC,0.911337,STTC,0.935072,0.001018,0.077504,0.911337,0.001376,0.008765
271,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
272,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
273,MI,STTC,0.691295,STTC,0.763786,0.000261,0.281857,0.691295,0.007341,0.019246
274,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
275,CD,STTC,0.383990,NORM,0.354747,0.111441,0.223026,0.383990,0.143555,0.137989
276,NORM,NORM,0.999357,NORM,0.999870,0.999357,0.000146,0.000019,0.000449,0.000029
277,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
278,NORM,NORM,0.983946,NORM,0.996449,0.983946,0.002174,0.005544,0.005272,0.003063
279,CD,STTC,0.839036,STTC,0.673874,0.106556,0.032053,0.839036,0.004269,0.018086
280,CD,CD,0.973887,CD,0.904829,0.019190,0.003835,0.001975,0.973887,0.001113
281,NORM,NORM,0.995748,NORM,0.999197,0.995748,0.001130,0.000435,0.001260,0.001427
282,CD,CD,0.989519,CD,0.987113,0.000556,0.008950,0.000748,0.989519,0.000226
283,STTC,STTC,0.383990,NORM,0.354747,0.111441,0.223026,0.383990,0.143555,0.137989
284,NORM,STTC,0.822588,STTC,0.612339,0.143046,0.018757,0.822588,0.003848,0.011760
285,STTC,STTC,0.514311,STTC,0.682260,0.002132,0.010646,0.514311,0.005126,0.467786
